date	weather	weather_detail	wind	wave	pc_00-06	pc_06-12	pc_12-18	pc_18-24	we_00-03	we_03-06	we_06-09	we_09-12	we_12-15	we_15-18	we_18-21	we_21-24	wv_00-03	wv_03-06	wv_06-09	wv_09-12	wv_12-15	wv_15-18	wv_18-21	wv_21-24	wc_00-03	wc_03-06	wc_06-09	wc_09-12	wc_12-15	wc_15-18	wc_18-21	wc_21-24	min_tp	max_tp	tp_00-03	tp_03-06	tp_06-09	tp_09-12	tp_12-15	tp_15-18	tp_18-21	tp_21-24
2012-01-17	くもり時々晴れ	くもり　昼前　から　夕方　晴れ　所により　明け方　まで　雪か雨	北の風　海上　では　北の風　やや強く	１．５メートル　後　１メートル	30	20	0	10	くもり	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	北	北	北	北	北	北東	北東	北	3	3	3	3	2	2	2	2	2	7	3	2	2	3	6	7	6	5
2012-01-18	晴れ後くもり	晴れ　夕方　から　くもり	北の風　後　北東の風	１メートル　後　０．５メートル	10	0	10	10	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北	北	北	北	北東	東	北東	北	2	2	2	2	2	1	1	2	2	9	3	2	2	4	8	9	8	8
2012-01-19	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ	北の風　後　北東の風　海上　では　北東の風　やや強く	０．５メートル　後　１．５メートル	10	10	10	20	晴れ	くもり	くもり	くもり	晴れ	くもり	くもり	くもり	北	北	北	北	北東	東	北東	北東	2	2	2	2	3	3	2	3	4	9	6	5	4	6	8	9	8	7
2012-01-20	雨か雪	雨か雪　夜　くもり	北の風　後　やや強く　海上　では　北の風　強く	１．５メートル　後　２．５メートル　うねり　を伴う	80	80	80	40	雨	雪	雨	雨	雨	雨	くもり	くもり	北	北	北	北	北	北	北	北	3	4	4	4	4	4	4	4	3	5	5	4	4	3	5	5	4	5
2012-01-21	くもり時々雪か雨	くもり　朝晩　雪か雨	北の風　はじめ　やや強く	２．５メートル　後　２メートル　うねり　を伴う	50	40	40	60	雪	雪	くもり	くもり	くもり	くもり	くもり	雨	北	北	北	北	北	北	北	北	4	4	3	3	3	3	2	2	3	6	3	3	3	3	6	6	6	5
2012-01-22	雨	雨　夜　くもり	北の風　海上　では　後　北の風　やや強く	１．５メートル　後　２メートル	80	70	80	30	雨	雨	雨	雨	雨	雨	くもり	くもり	北	北	北	北	北	北	北	北	2	2	2	2	2	2	2	2	3	7	3	3	4	4	5	6	7	7
2012-01-23	くもり後雪か雨	くもり　時々　晴れ　夜　雪か雨	北の風　海上　では　北の風　やや強く	１メートル　後　１．５メートル	10	20	30	60	晴れ	晴れ	くもり	くもり	晴れ	くもり	雪	雪	北	北	北	北	北	北	北	北	2	2	3	3	3	3	3	3	5	9	8	7	6	7	8	8	6	3
2012-01-24	晴れ一時雪	晴れ　時々　くもり　未明　雪　所により　雷　を伴う	北の風　日中　北東の風　海上　では　北の風　やや強く	１．５メートル　後　１メートル	50	10	20	20	雪	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	北	北	北	北	北東	北東	南東	北	3	2	2	2	2	1	1	2	0	6	2	1	1	2	5	6	4	3
2012-01-25	晴れ	晴れ	西の風　後　北西の風　海上　では　西の風　やや強く	１メートル　後　１．５メートル	10	0	10	10	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	晴れ	北	北	西	西	西	西	北西	北西	2	2	2	2	2	2	2	2	0	9	3	1	0	3	7	8	5	4
2012-01-26	晴れ時々くもり	晴れ　昼過ぎ　まで　時々　くもり	北の風　やや強く	１メートル　後　０．５メートル	10	0	10	0	くもり	くもり	晴れ	晴れ	くもり	晴れ	晴れ	晴れ	北西	北	北	北	北	北	北	北西	4	4	4	3	2	2	2	2	0	6	3	2	0	2	5	5	4	4
2012-01-27	晴れ後くもり	晴れ　昼過ぎ　から　くもり	北の風　海上　では　西の風　やや強く	１．５メートル	10	10	20	20	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	晴れ	西	北西	北	北	南	北	北	北	2	2	2	1	1	1	2	2	0	9	1	0	0	3	7	9	7	5
2012-01-28	晴れ後くもり	晴れ　昼過ぎ　から　くもり	北の風　海上　では　後　北東の風　やや強く	０．５メートル　後　１メートル	10	10	10	10	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	くもり	北西	北	北	北	北	北	北	北	2	2	2	3	3	3	3	2	0	6	3	2	1	2	5	5	3	1
2012-01-29	くもり後晴れ	くもり　昼前　から　晴れ	北の風　海上　では　北の風　やや強く	１．５メートル	10	10	10	10	くもり	くもり	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	北	北	北	北	北	北	北	北	3	3	3	2	3	3	3	2	-1	6	1	0	-1	1	5	5	3	2
2012-01-30	晴れ後時々くもり	晴れ　昼過ぎ　から　時々　くもり	北の風　後　南東の風　海上　では　北の風　やや強く	２メートル　後　１．５メートル　うねり　を伴う	0	0	10	10	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	くもり	晴れ	北	北	北	北	南東	南東	南東	北	3	2	2	2	2	1	1	2	-1	7	0	-1	-1	1	5	6	4	4
2012-01-31	晴れ	晴れ	北の風	１．５メートル	10	0	10	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	北	北	北	北	南	西	北	北	2	2	2	2	2	1	2	2	0	8	2	1	0	2	6	7	6	4
2012-02-01	晴れ時々くもり	晴れ　時々　くもり	南西の風　後　やや強く　海上　では　南西の風　強く	１メートル　後　２．５メートル	10	20	20	10	晴れ	晴れ	くもり	くもり	晴れ	くもり	晴れ	晴れ	北	南西	南西	南西	南西	南西	北西	西	2	1	2	4	4	4	4	3	1	12	3	2	2	6	10	11	6	4
2012-02-02	晴れ後時々くもり	晴れ　昼前　から　時々　くもり	北西の風　日中　北の風　海上　では　西の風　やや強く	２メートル　後　１メートル	0	10	10	10	晴れ	晴れ	晴れ	くもり	晴れ	晴れ	くもり	晴れ	北西	北西	北西	北	北	北	北西	北西	2	2	2	2	2	2	2	2	-1	5	2	1	0	2	4	4	3	1
2012-02-03	晴れ時々くもり	晴れ　時々　くもり	北の風　後　南の風　海上　では　北の風　やや強く	１．５メートル　後　１メートル	10	10	0	10	晴れ	晴れ	くもり	くもり	晴れ	晴れ	晴れ	くもり	北	北	北	北	東	南	西	北西	2	2	2	2	2	2	1	2	-2	7	0	-1	-1	2	6	6	5	3
2012-02-04	晴れ	晴れ	西の風　後　北の風　海上　では　西の風　やや強く	１メートル　後　１．５メートル	10	10	0	0	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	西	西	西	南西	南	南	北	北	2	2	2	2	2	2	2	2	1	11	2	1	2	4	8	10	8	6
2012-02-05	晴れ後くもり	晴れ　昼過ぎ　から　くもり	北の風　後　東の風　海上　では　はじめ　北の風　やや強く	１メートル	0	0	10	10	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	くもり	北	北	北	北東	東	東	東	北	2	2	2	2	2	1	1	1	2	9	5	3	3	5	7	8	8	7
2012-02-06	晴れ後雨	晴れ　後　くもり　夕方　から　雨	北の風　日中　東の風　海上　では　後　南西の風　強く	１メートル　後　２．５メートル	10	20	60	80	晴れ	晴れ	晴れ	くもり	くもり	雨	雨	雨	北	北	北	北東	東	東	北	西	2	2	2	2	2	1	1	1	4	8	6	5	4	5	7	7	6	6
2012-02-07	雨	雨　夜　くもり　所により　昼前　まで　雷　を伴う	南の風　強く　後　北の風　海上　では　南西の風　非常に強く	４メートル　後　２メートル　うねり　を伴う	80	90	80	40	雨	雨	雨	雨	雨	雨	くもり	くもり	南	南	南西	南	南	北	北	北	4	4	4	4	4	2	2	2	5	15	5	12	14	14	15	12	10	9
2012-02-08	くもり時々晴れ	くもり　時々　晴れ	北の風　日中　北西の風　海上　では　西の風　やや強く	２メートル　うねり　を伴う	10	10	20	20	晴れ	くもり	くもり	くもり	晴れ	くもり	くもり	晴れ	北	北	北	北	東	北西	北	北	2	2	3	2	2	3	3	2	5	9	9	7	6	7	8	9	7	5
2012-02-09	晴れ時々くもり	晴れ　時々　くもり	北西の風　後　西の風　海上　では　西の風　やや強く	１．５メートル	10	10	10	10	くもり	晴れ	晴れ	晴れ	くもり	晴れ	晴れ	くもり	北西	西	北西	北	南西	西	西	北	2	1	2	1	1	1	2	2	-1	8	3	1	1	3	5	6	5	4
2012-02-10	くもり後時々晴れ	くもり　昼前　から　時々　晴れ	北の風　日中　東の風　海上　では　後　西の風　やや強く	１メートル	0	10	10	10	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	晴れ	北	北	北	東	南	北東	北	北	2	2	2	2	2	2	3	2	1	9	3	2	1	3	6	8	7	5
2012-02-11	晴れ後くもり	晴れ　夕方　から　くもり	北の風　日中　東の風　海上　では　はじめ　北の風　やや強く	１．５メートル　後　１メートル	10	10	20	20	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北	北	北	北	東	東	北	北	2	2	2	2	2	1	2	2	2	8	5	3	2	4	7	7	6	5
2012-02-12	晴れ	晴れ	北の風　日中　東の風　海上　では　北西の風　やや強く	１メートル	10	0	0	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	北	北	北	北西	東	北	北	北	2	2	2	1	2	2	2	2	1	9	4	2	2	4	8	8	6	4
2012-02-13	くもり後雨か雪	くもり　夜　雨か雪	北の風　後　東の風	１メートル	30	30	30	60	くもり	くもり	くもり	くもり	くもり	くもり	雨	雨	北	北	北	北東	東	東	東	北	2	2	2	2	2	2	1	1	2	8	3	2	3	5	6	7	7	7
2012-02-14	くもり時々雨か雪	くもり　朝晩　雨か雪	北の風　海上　では　北の風　やや強く	１．５メートル	60	30	30	50	雨	雨	くもり	くもり	くもり	くもり	雨	くもり	北	北	北	北	北	北	北	北	3	3	3	3	2	2	2	2	4	8	5	4	4	5	6	8	8	8
2012-02-15	くもり	くもり　明け方　から　朝　晴れ	北の風　後　やや強く	１メートル	10	10	10	20	くもり	晴れ	晴れ	くもり	くもり	くもり	くもり	くもり	北	北	北	北	北	北	北	北	2	2	2	1	3	4	4	4	4	12	5	4	6	7	10	12	8	6
2012-02-16	くもり	くもり　所により　夜　雪か雨	北の風　後　東の風　海上　では　北の風　やや強く	１．５メートル　後　１メートル	20	20	20	30	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北	北	北	北	北東	東	東	北	2	2	2	2	2	2	2	2	2	6	5	3	3	3	4	6	5	4
2012-02-17	晴れ後くもり	晴れ　昼過ぎ　から　くもり　所により　夕方　から　雪か雨	北の風　海上　では　西の風　やや強く	１メートル　後　１．５メートル	20	10	30	40	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	くもり	北	北	北	北	東	北東	北	北	2	2	2	2	1	1	3	3	1	8	4	3	2	4	7	8	6	3
2012-02-18	晴れ一時雪か雨	晴れ　未明　雪か雨	北の風　海上　では　北の風　やや強く	１．５メートル	50	20	0	0	雪	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	北	北	北	北	北	北	北	北	2	2	3	3	3	3	3	2	0	4	1	0	1	2	4	3	2	1
2012-02-19	晴れ	晴れ	北の風	１メートル	0	0	10	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	北	北	北	北	北東	北東	北	北	2	2	2	1	1	1	1	2	-1	6	1	0	0	1	5	5	4	5
2012-02-20	晴れ	晴れ	北の風　後　南の風	１メートル	10	0	10	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	北	北	北	北	東	南	南	西	2	2	2	2	2	2	2	1	2	9	3	2	2	4	7	8	7	7
2012-02-21	晴れ後くもり	晴れ　夕方　から　くもり　所により　夜遅く　雨	北の風　日中　東の風	１メートル	10	0	10	30	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北	北	北	北東	東	東	北	北	2	2	1	1	2	2	2	2	3	11	6	4	3	6	9	10	9	7
2012-02-22	くもり時々晴れ	くもり　昼前　から　夕方　晴れ　所により　明け方　まで　雨か雪	北の風　後　南東の風　海上　では　北の風　やや強く	１メートル	30	10	0	10	くもり	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	北	北	北	北	東	南東	南東	東	3	3	2	2	2	2	2	2	4	10	6	4	4	6	8	9	8	8
2012-02-23	雨	雨　夜　くもり　所により　朝　から　昼過ぎ　雷　を伴う	北の風　後　やや強く　海上　では　南西の風　強く	１メートル　後　２．５メートル	90	70	70	20	雨	雨	雨	雨	雨	雨	くもり	くもり	北	北	北	南西	南西	南西	北	北	2	2	2	3	3	3	4	4	5	11	7	5	6	6	9	11	9	12
2012-02-24	晴れ後時々くもり	晴れ　昼前　から　時々　くもり	北の風　やや強く　後　東の風	２メートル　後　１．５メートル	0	0	0	10	晴れ	晴れ	晴れ	くもり	晴れ	晴れ	くもり	くもり	北	北	北	北	北東	東	東	東	4	3	3	3	3	2	3	2	6	12	10	8	7	8	11	12	10	9
2012-02-25	雨後くもり	雨　夕方　から　くもり	南東の風　後　北の風　海上　では　南東の風　やや強く	１メートル　後　２．５メートル	50	80	70	30	くもり	雨	雨	雨	雨	くもり	くもり	くもり	南東	南東	南	東	北	北	北	北	2	1	2	2	2	3	3	3	7	9	9	8	8	9	8	7	8	8
2012-02-26	晴れ後くもり	晴れ　昼過ぎ　から　くもり　所により　夕方　から　雨か雪	北の風　海上　では　北の風　やや強く	１．５メートル	10	10	30	30	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	くもり	北	北	北	北	北	北	北	北	3	3	3	2	2	3	3	3	5	10	7	6	5	7	9	9	6	3
2012-02-27	くもり時々晴れ	くもり　昼前　から　夕方　晴れ　所により　明け方　まで　雪か雨	北の風　海上　では　北の風　やや強く	１．５メートル	30	20	10	20	くもり	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	北	北	北	北	北	北	北	北	3	3	3	3	2	3	3	3	2	8	3	2	2	3	6	7	6	3
2012-02-28	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ	北の風　後　北東の風　海上　では　はじめ　北の風　やや強く	１．５メートル　後　１メートル	20	0	10	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北	北	北	北	北東	北東	北東	北	3	3	3	2	2	2	2	2	-1	6	1	0	0	1	4	6	6	5
2012-02-29	雪か雨後くもり	雪か雨　夕方　から　くもり	北の風　やや強く　海上　では　北の風　強く	１．５メートル　後　２．５メートル　うねり　を伴う	90	90	50	20	雪	雪	雪	雪	雨	くもり	くもり	くもり	北	北	北	北	北	北	北	北	4	4	4	4	4	4	4	4	1	5	4	3	2	3	3	5	5	5
2012-03-01	くもり後時々晴れ	くもり　昼前　から　時々　晴れ	北の風　後　東の風　海上　では　北の風　やや強く	２メートル　後　１．５メートル　うねり　を伴う	20	10	10	10	くもり	くもり	くもり	晴れ	くもり	くもり	くもり	晴れ	北	北	北	北	東	東	東	北東	3	3	3	2	2	2	2	2	4	14	4	4	4	8	12	13	13	12
2012-03-02	くもり後雨	くもり　昼過ぎ　から　雨	北の風　後　やや強く	１メートル　後　１．５メートル	10	40	80	70	くもり	くもり	くもり	くもり	雨	雨	雨	雨	北	北	北	北	北	北	北	北	2	2	2	2	2	3	4	4	6	9	9	8	6	8	9	8	8	7
2012-03-03	晴れ時々くもり	晴れ　時々　くもり　所により　未明　雨か雪	北の風　やや強く　海上　では　はじめ　北の風　強く	２メートル　後　１メートル	30	10	10	10	くもり	くもり	晴れ	晴れ	晴れ	くもり	晴れ	くもり	北	北	北	北東	北東	北	北	北	4	4	4	3	3	3	3	3	4	11	5	5	4	6	9	10	9	6
2012-03-04	くもり	くもり　昼前　から　昼過ぎ　晴れ	北の風　後　東の風　海上　では　北東の風　やや強く	１メートル	10	10	10	20	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	北	北	北	北	東	東	東	北	2	2	2	2	2	2	2	2	3	9	6	4	3	4	7	9	6	6
2012-03-05	雨	雨	北の風　後　やや強く	１メートル　後　３メートル　うねり　を伴う	90	90	90	70	雨	雨	雨	雨	雨	雨	雨	雨	北	北	北	北	東	北	北	北	2	2	2	3	3	4	4	3	3	8	6	4	3	3	5	7	7	8
2012-03-06	くもり時々雨	くもり　昼前　まで　時々　雨	南の風　海上　では　南西の風　やや強く	２．５メートル　後　２メートル　うねり　を伴う	50	50	10	10	雨	くもり	くもり	雨	くもり	くもり	晴れ	晴れ	南	南西	南	南東	南東	南	南	南西	2	2	1	2	3	2	2	2	8	18	9	9	11	12	14	18	16	15
2012-03-07	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ	北の風　海上　では　南西の風　やや強く	２メートル　後　１．５メートル	10	10	10	10	くもり	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	北	北	北	北	北東	北	北	北	3	2	2	2	2	2	2	2	11	15	14	12	11	12	14	14	12	10
2012-03-08	くもり	くもり　所により　朝　まで　雨	北東の風　海上　では　北東の風　やや強く	１．５メートル	40	30	20	20	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北	北	北東	北東	北東	北東	北東	北	2	2	2	3	3	2	2	2	8	11	9	9	8	8	9	10	9	8
2012-03-09	雨	雨　明け方　まで　くもり	北の風　後　東の風　海上　では　北の風　やや強く	１．５メートル	40	60	70	60	くもり	くもり	雨	雨	雨	雨	雨	雨	北	北	北	北	東	東	東	北	2	2	2	2	2	2	2	2	6	7	8	7	6	7	7	7	6	7
2012-03-10	雨後くもり	雨　昼過ぎ　から　くもり	北の風　やや強く	２．５メートル　後　２メートル　うねり　を伴う	90	70	20	20	雨	雨	雨	雨	くもり	くもり	くもり	くもり	北	北	北	北東	北	北	北	北東	4	4	4	4	4	3	3	2	3	7	6	6	5	3	4	6	6	6
2012-03-11	くもり	くもり　夕方　晴れ　所により　明け方　まで　雨か雪	北の風　後　西の風　やや強く	１．５メートル　後　２メートル	30	20	20	20	くもり	くもり	くもり	くもり	くもり	晴れ	くもり	くもり	北	北	北	北東	南	南西	西	西	2	2	2	1	3	4	4	4	3	10	4	3	3	4	8	9	9	8
2012-03-12	晴れ時々くもり	晴れ　時々　くもり	北西の風　後　南西の風　やや強く	２メートル　後　１．５メートル	10	10	20	10	晴れ	くもり	晴れ	晴れ	くもり	くもり	晴れ	晴れ	北西	西	南西	南西	南西	北	北	北	3	2	3	4	4	3	3	3	2	12	7	3	3	5	8	10	8	6
2012-03-13	晴れ後くもり	晴れ　夕方　から　くもり	北の風　やや強く	１．５メートル　後　１メートル	0	10	20	10	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北	北	北	北	東	南	北	北	4	4	4	2	2	2	2	2	2	9	4	3	3	6	9	8	7	5
2012-03-14	晴れ時々くもり	晴れ　時々　くもり	北の風　後　南の風	１メートル	10	0	10	10	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	晴れ	北	北	北	北	東	南	南	南東	2	2	2	2	2	2	2	1	3	9	5	4	3	5	8	8	7	8
2012-03-15	晴れ時々くもり	晴れ　時々　くもり	北の風　後　やや強く	１メートル　後　１．５メートル	10	10	20	10	晴れ	晴れ	くもり	晴れ	くもり	くもり	晴れ	晴れ	北	北	北	北	北	北	北	北	3	3	3	3	4	4	4	4	4	12	7	6	5	9	12	11	9	6
2012-03-16	晴れ後くもり	晴れ　夕方　から　くもり	北の風　後　南の風　海上　では　北の風　やや強く	１メートル	0	0	0	10	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北	北	東	北東	南東	南	南	南	3	3	2	2	2	3	3	3	3	10	5	3	3	5	9	10	9	8
2012-03-17	雨時々止む	雨　朝晩　くもり	南の風　後　やや強く	１メートル　後　２．５メートル	50	90	80	40	くもり	雨	雨	雨	雨	雨	くもり	くもり	南	南	南	南	南西	西	北	北	3	3	4	4	4	4	3	3	8	14	9	9	10	12	12	13	13	12
2012-03-18	くもり後一時雨	くもり　夜のはじめ頃　一時　雨	北の風　日中　東の風	２メートル　後　１メートル	20	20	40	50	くもり	くもり	くもり	くもり	くもり	くもり	雨	くもり	北	北	北	東	南東	東	東	北	2	2	1	2	2	2	2	2	8	14	9	9	10	11	13	14	12	11
2012-03-19	晴れ後くもり	晴れ　昼過ぎ　から　くもり　所により　夜　雨	北の風　やや強く　海上　では　北の風　強く	２メートル　後　１メートル	20	10	20	30	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	くもり	北	北	北	北	北	北	東	北	2	4	4	4	3	3	2	3	7	11	10	9	8	8	10	10	7	6
2012-03-20	晴れ時々くもり	晴れ　時々　くもり	北の風　日中　南の風　海上　では　南西の風　やや強く	１メートル　後　１．５メートル	20	10	20	10	くもり	くもり	晴れ	晴れ	晴れ	くもり	晴れ	晴れ	北	北	北	南	南	南東	北	北	3	2	2	2	2	2	3	3	3	11	5	4	3	6	9	10	10	9
2012-03-21	晴れ	晴れ	北の風　やや強く	１．５メートル　後　１メートル	10	10	0	0	晴れ	晴れ	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	北	北	北	北	北	北	北	北	4	4	4	4	3	3	3	2	4	11	7	6	4	6	10	10	9	7
2012-03-22	晴れ後時々くもり	晴れ　昼前　から　時々　くもり	北の風　後　南西の風　やや強く	１メートル　後　１．５メートル	0	0	10	10	晴れ	晴れ	晴れ	くもり	くもり	晴れ	くもり	晴れ	北	北	南西	南西	南西	南西	西	北	1	1	3	4	4	4	3	2	5	17	7	6	5	9	13	16	14	12
2012-03-23	くもり後雨	くもり　昼前　から　雨	北の風　海上　では　後　南西の風　強く	１メートル　後　３メートル　うねり　を伴う	20	70	90	90	くもり	くもり	くもり	雨	雨	雨	雨	雨	北	北	北	北	北	北	北西	西	2	2	2	2	2	2	2	2	7	8	10	9	8	8	6	6	7	6
2012-03-24	くもり一時雨	くもり　明け方　まで　雨　所により　未明　雷　を伴う	南西の風　やや強く　後　北西の風　やや強く　海上　では　南西の風　強く	４メートル　後　２．５メートル　うねり　を伴う	60	20	10	10	雨	雨	くもり	くもり	くもり	くもり	晴れ	晴れ	南西	南西	南西	西	北西	北西	北西	北	4	4	4	4	4	4	4	2	9	18	10	13	13	15	17	16	13	10
